Time (s),Velocity Beam 1 (m/s),Velocity Beam 2 (m/s),Velocity Beam 3 (m/s),Velocity Beam 4 (m/s),SNR Beam 1 (dB),SNR Beam 2 (dB),SNR Beam 3 (dB),SNR Beam 4 (dB),u (m/s),v (m/s),w (m/s)
1720611590.758,"[0.1525, 0.0765, 0.0601]","[-0.0341, -0.089, 0.0129]","[-0.0868, -0.1209, -0.111]","[0.0727, 0.0397, 0.0698]",31.2449,30.370099999999997,32.0831,33.0383,0.4018840250651042,-0.1969476806640625,-0.006604549153645837
1720611590.773,"[0.172, 0.1084, 0.1481]","[0.0617, -0.0815, -0.0146]","[-0.0272, -0.1081, -0.1905]","[0.0715, 0.0423, -0.0006]",35.231500000000004,37.74516666666667,36.8378,33.49,0.500108837890625,-0.10206182454427083,0.015808569335937495
1720611590.773,"[0.2049, 0.0802, 0.0416]","[0.026, -0.078, -0.0726]","[-0.0519, -0.1728, -0.1185]","[0.0829, -0.0172, -0.0079]",38.922133333333335,37.017833333333336,33.05153333333333,37.669866666666664,0.4438100748697917,-0.1245720947265625,-0.004503393554687503
1720611590.789,"[0.2052, 0.1076, 0.1659]","[-0.0362, -0.0806, -0.0582]","[-0.0484, -0.0843, -0.128]","[0.1391, 0.0828, 0.053]",35.891733333333335,31.534833333333335,27.1769,33.67816666666667,0.48849619140625,-0.3018882568359375,0.0356955810546875
1720611590.811,"[0.1099, 0.1638, 0.1105]","[-0.0245, 0.0287, 0.0053]","[-0.0977, -0.0696, -0.0907]","[0.0608, 0.0704, 0.0099]",31.564333333333334,28.56243333333333,29.632566666666666,33.196,0.42575700683593753,-0.09082065429687501,0.020132568359375005
1720611590.811,"[0.2075, -0.2084, 0.0918]","[-0.0169, -0.0189, -0.0464]","[0.0207, -0.057, -0.0959]","[0.1019, 0.0097, 0.0351]",39.9353,34.193933333333334,37.402366666666666,43.92600000000001,0.14677256673177083,-0.15268518066406248,-0.007663956705729169
1720611590.811,"[0.1127, 0.1469, -0.0829]","[-0.0595, -0.0442, 0.1999]","[0.0048, 0.0057, -0.032]","[0.1333, 0.0605, 0.335]",34.0403,33.27433333333334,32.1167,36.15113333333334,0.1290404541015625,-0.2872521728515625,0.02622725423177083
1720611590.827,"[0.1064, 0.1338, 0.0244]","[-0.1083, -0.011, 0.0342]","[-0.0715, -0.0351, 0.0723]","[0.1513, 0.0974, 0.1823]",33.49203333333333,32.22653333333333,28.85846666666667,32.165533333333336,0.1955256103515625,-0.34306754557291663,0.03890651041666667
1720611590.842,"[0.07, 0.0693, 0.2024]","[-0.002, 0.0175, 0.003]","[-0.0337, -0.0229, -0.0025]","[0.0558, 0.1005, 0.039]",34.46756666666667,30.3935,27.334600000000005,33.245866666666664,0.26525841471354167,-0.11929330240885416,0.0476575439453125
1720611590.842,"[0.1073, 0.1125, 0.2184]","[-0.0203, -0.0518, 0.0145]","[-0.0215, -0.0439, 0.0391]","[0.1061, 0.0787, 0.1109]",34.6812,28.301000000000002,29.812633333333334,34.336333333333336,0.3065944010416667,-0.23639306640625,0.06975970052083334
1720611590.858,"[0.0934, 0.1174, 0.1748]","[-0.0283, 0.0165, 0.026]","[-0.0456, -0.0424, -0.0543]","[0.0978, 0.1085, 0.1497]",37.73596666666666,30.7668,32.775866666666666,34.6995,0.3486366129557292,-0.22915537109375003,0.04057618815104167
1720611590.874,"[0.1232, 0.1426, 0.1688]","[0.0157, 0.0367, 0.0229]","[-0.0276, 0.0355, -0.005]","[0.0853, 0.1343, 0.1263]",39.800999999999995,30.500266666666665,34.91106666666667,40.22013333333333,0.28527812500000005,-0.18151144205729164,0.07424840494791668
1720611590.874,"[0.1289, 0.1304, -0.03]","[-0.0355, 0.1397, -0.0299]","[-0.0293, -0.0181, -0.1145]","[0.0885, 0.1249, 0.2017]",34.54383333333333,31.5511,32.35373333333333,36.470499999999994,0.25772799479166664,-0.22768037923177084,0.010632576497395829
1720611590.889,"[0.0746, 0.045, 0.116]","[-0.1035, -0.0835, -0.0709]","[-0.0398, -0.1408, -0.2118]","[0.0849, 0.1252, 0.0524]",32.269299999999994,27.751666666666665,32.53476666666666,34.3638,0.41388977050781256,-0.3478370768229167,-0.028553417968749998
1720611590.889,"[0.048, 0.0296, -0.1948]","[-0.1156, -0.1195, -0.1235]","[-0.0723, -0.157, -0.1312]","[0.0752, 0.0509, 0.0747]",32.134033333333335,31.354766666666666,33.357733333333336,36.93643333333333,0.1580163492838542,-0.3713447916666666,-0.08284464518229168
1720611590.911,"[0.0819, 0.0464, 0.0384]","[-0.0366, -0.085, -0.0066]","[-0.0783, -0.1425, -0.1098]","[0.0944, -0.0194, -0.0099]",40.02076666666667,35.98023333333333,30.726100000000002,34.873466666666666,0.3290308349609375,-0.13075586751302082,-0.02945134277343749
1720611590.911,"[0.1284, 0.1016, -0.0134]","[0.0059, -0.0203, -0.1138]","[-0.0412, -0.1075, -0.1731]","[0.0729, 0.0404, 0.0074]",36.458333333333336,34.44213333333334,28.7445,32.39846666666667,0.3560219482421875,-0.16776878255208336,-0.019447574869791668
1720611590.927,"[0.0888, 0.0442, 0.1603]","[-0.0282, -0.0602, -0.1057]","[-0.0862, -0.1202, -0.0754]","[-0.0158, 0.007, 0.0593]",36.19586666666667,34.2387,29.05066666666666,33.45033333333333,0.3805188232421875,-0.16514649251302083,0.0005523844401041691
1720611590.943,"[-0.0143, 0.0245, -0.3526]","[-0.0879, -0.0813, -0.0543]","[-0.1378, -0.1401, -0.1742]","[-0.0205, -0.0284, -0.027]",40.293366666666664,31.176733333333335,33.7138,34.4818,0.07155725911458333,-0.09822213541666668,-0.137053271484375
1720611590.943,"[0.0315, 0.0579, 0.1764]","[-0.1026, -0.112, -0.2353]","[-0.166, -0.1664, -0.1498]","[-0.0196, -0.0384, -0.1201]",40.911899999999996,34.21326666666667,32.19403333333333,35.10946666666667,0.4951412353515625,-0.18414458007812498,-0.03911199544270834
1720611590.974,"[0.1434, 0.0487, 0.0068]","[-0.0406, -0.1184, 0.3248]","[-0.1467, -0.203, -0.1284]","[0.0206, -0.0419, -0.1223]",31.547066666666666,31.453433333333333,25.025433333333336,30.4118,0.45124841308593755,0.20062186686197914,-0.049747403971354166
1720611590.974,"[0.1241, 0.0408, 0.0447]","[-0.043, -0.1573, -0.3197]","[-0.1402, -0.2006, -0.2285]","[-0.0014, -0.0569, -0.1247]",31.557199999999998,32.47273333333333,31.81866666666666,32.31506666666667,0.5152051350911458,-0.2274375325520833,-0.06385919596354167
1720611590.974,"[0.3146, 0.0116, 0.0189]","[0.1467, -0.1982, -0.1992]","[-0.0102, -0.1904, -0.1835]","[0.1914, 0.0024, -0.0887]",32.877599999999994,29.652900000000002,24.720266666666664,30.7393,0.4821706217447917,-0.23958970540364577,-0.008524178059895832
1720611590.99,"[0.1113, 0.217, 0.3175]","[-0.0616, 0.0, -0.1538]","[-0.1347, -0.1274, -0.1025]","[0.0279, 0.0837, 0.1598]",30.862433333333332,27.785233333333334,27.052833333333336,27.6815,0.6682979492187501,-0.327891552734375,0.04590343424479166
1720611590.99,"[0.1434, -0.303, -0.3299]","[0.0202, 0.2567, 0.2633]","[-0.0851, 0.1356, 0.1123]","[0.0586, 0.304, 0.2869]",40.519200000000005,33.69443333333333,32.272333333333336,36.7035,-0.4342808349609375,-0.06841770019531256,-0.054625545247395844
1720611591.012,"[0.3559, -0.3397, 0.361]","[0.1415, 0.1983, 0.1231]","[-0.0834, 0.0642, -0.0274]","[0.212, 0.2692, 0.1743]",45.206700000000005,35.8805,36.93443333333334,44.46613333333334,0.2802848225911458,-0.12987942708333336,0.05586412760416667
1720611591.012,"[0.1835, 0.2105, -0.2796]","[-0.0668, -0.0276, 0.1228]","[-0.1213, -0.1501, -0.1175]","[0.1458, 0.0643, 0.0726]",36.025999999999996,32.2357,31.6681,35.072833333333335,0.33251191406249997,-0.17112579752604165,-0.04850711263020833
1720611591.027,"[0.1908, 0.2258, 0.2163]","[-0.0493, -0.0046, 0.0016]","[-0.1863, -0.1185, -0.09]","[0.1073, 0.1239, 0.1136]",31.332399999999996,27.567566666666664,27.897166666666667,34.72696666666667,0.6802417480468749,-0.2686736572265625,0.0384404052734375
1720611591.043,"[0.022, 0.3073, 0.1257]","[-0.1252, 0.0907, 0.0055]","[-0.2231, -0.1265, -0.0797]","[-0.0617, 0.1479, 0.155]",30.811566666666664,25.233966666666664,31.967166666666667,34.78596666666667,0.5856447672526042,-0.183900537109375,0.0022295898437500023
1720611591.043,"[0.0821, 0.1095, 0.2259]","[-0.0515, -0.0908, -0.0241]","[-0.1684, -0.203, -0.2135]","[-0.0092, -0.011, -0.0052]",34.556066666666666,32.16146666666667,34.75443333333333,35.6252,0.6648019775390624,-0.09915008951822918,-0.03130760904947917
1720611591.059,"[0.2153, 0.211, 0.1001]","[0.0067, -0.0155, 0.0272]","[-0.1241, -0.1326, -0.2527]","[0.1369, 0.06, -0.1002]",37.606833333333334,33.97826666666666,36.18366666666667,37.863166666666665,0.6874030680338542,-0.05789142252604168,0.00035576171875000007
1720611591.059,"[0.0803, 0.1667, 0.299]","[-0.1254, -0.017, 0.1173]","[-0.2196, -0.1696, -0.1519]","[-0.0298, -0.076, 0.1715]",41.95153333333334,33.96706666666667,30.9682,37.841833333333334,0.7214055826822916,-0.06645979817708335,-0.00185470377604167
1720611591.074,"[0.0391, 0.1099, -0.0391]","[-0.0605, -0.0435, -0.216]","[-0.2353, -0.1565, -0.3461]","[-0.1225, -0.0145, -0.1426]",32.76263333333333,27.4943,27.3407,30.750533333333333,0.5625270100911458,-0.03169286295572915,-0.11022069498697917
1720611591.09,"[0.0686, 0.0432, 0.2133]","[-0.0299, -0.1775, -0.2149]","[-0.1922, -0.2902, -0.3348]","[-0.0643, -0.0863, -0.2801]",34.199000000000005,26.87986666666667,26.755799999999997,32.08006666666667,0.7585278238932291,-0.00116473795572918,-0.0875551513671875
1720611591.09,"[0.0745, 0.0126, -0.0365]","[-0.0155, -0.1072, -0.0934]","[-0.2239, -0.2409, -0.25]","[-0.0847, -0.0774, -0.0752]",31.676233333333332,28.913366666666665,26.921566666666667,32.66906666666667,0.5081165120442709,0.00953058268229167,-0.11624835611979167
1720611591.112,"[-0.0089, 0.1183, 0.1301]","[-0.1295, -0.0324, -0.0937]","[-0.2188, -0.1427, -0.2189]","[-0.0745, -0.0386, 0.0531]",32.5409,30.414833333333334,29.678366666666665,34.81243333333333,0.5432002929687499,-0.13417300618489583,-0.060724357096354174
1720611591.128,"[-0.0044, 0.1914, 0.159]","[-0.3403, 0.1654, 0.097]","[-0.2225, 0.0513, 0.0609]","[-0.2009, 0.0429, 0.1045]",33.7138,33.335366666666665,30.212400000000002,34.71576666666667,0.30305691731770834,-0.01883740234374998,0.03944549153645833
1720611591.128,"[-0.0512, 0.0732, 0.192]","[-0.1997, 0.1822, 0.0915]","[-0.1933, -0.0046, 0.0307]","[-0.2603, 0.1292, -0.1435]",30.516566666666666,33.239733333333334,27.028366666666667,28.686533333333333,0.255282275390625,0.22827662760416664,0.007110904947916667
1720611591.143,"[-0.1447, -0.0351, -0.0184]","[-0.1873, -0.0795, -0.2548]","[-0.1721, -0.1646, -0.353]","[-0.1039, -0.0797, -0.0289]",36.8693,31.041433333333334,30.34563333333333,31.18386666666667,0.32419042968749995,-0.20727021484375,-0.1540806640625
1720611591.143,"[-0.0408, -0.028, 0.0914]","[-0.1233, -0.259, -0.1815]","[-0.148, -0.1486, -0.3376]","[-0.0165, -0.0908, -0.0538]",39.9709,36.11656666666667,34.66493333333333,39.41446666666666,0.43358120930989585,-0.27015400390625,-0.10692319335937502
1720611591.159,"[-0.0573, 0.0241, 0.1553]","[-0.0954, -0.0163, -0.2629]","[-0.1733, -0.1402, -0.2556]","[-0.0874, -0.0516, -0.0659]",44.35426666666666,37.22636666666667,33.65376666666666,40.47036666666667,0.4578719563802083,-0.11628179524739585,-0.0786710693359375
1720611591.159,"[-0.0229, 0.0936, 0.1074]","[-0.0396, 0.0483, -0.1906]","[-0.0615, -0.0704, -0.1619]","[-0.1121, -0.0137, 0.0498]",43.294266666666665,38.75836666666667,34.18983333333333,42.33193333333333,0.31274733072916666,-0.07281073404947917,-0.02109019368489583
1720611591.175,"[0.0825, 0.3317, 0.0052]","[0.0868, 0.1408, -0.1641]","[-0.0727, 0.1112, -0.2441]","[0.0594, 0.2898, 0.3191]",38.71256666666667,34.389266666666664,32.18586666666667,39.77256666666667,0.4114777425130209,-0.403647802734375,0.03525646158854167
1720611591.19,"[-0.1312, 0.1787, 0.0024]","[0.0011, 0.1142, -0.1962]","[-0.0777, 0.0242, -0.0029]","[-0.1799, 0.2034, -0.0379]",32.051566666666666,27.87986666666667,27.314233333333334,33.31603333333334,0.070217236328125,-0.044603068033854165,-0.001382885742187501
1720611591.19,"[-0.0692, 0.0123, 0.0587]","[0.0637, -0.1185, -0.1515]","[-0.0988, -0.169, -0.2767]","[0.0286, -0.031, -0.005]",31.413766666666664,29.510499999999997,28.560366666666667,34.2804,0.3613382893880209,-0.1347328125,-0.094787109375
1720611591.212,"[-0.0806, -0.0333, 0.0538]","[-0.1103, -0.1731, -0.0439]","[-0.1906, -0.2, -0.1453]","[0.0701, -0.128, -0.0779]",33.310966666666666,31.9926,28.5909,34.99856666666667,0.3145808837890625,-0.12942110188802083,-0.10378824055989584
1720611591.212,"[-0.0108, -0.0492, 0.1563]","[-0.0168, -0.0873, -0.1038]","[-0.0716, -0.1969, -0.1605]","[-0.0229, 0.0113, -0.0046]",33.22956666666666,27.333566666666666,27.6011,35.05453333333333,0.34756489257812495,-0.1298561279296875,-0.05858142089843751
1720611591.228,"[-0.1166, -0.0762, 0.0017]","[-0.0086, -0.1381, -0.1374]","[-0.0593, -0.1732, -0.2523]","[-0.0513, -0.0427, -0.0797]",29.28056666666667,22.518900000000002,21.947233333333333,29.00186666666667,0.19407634277343752,-0.07471237792968749,-0.11709182128906252
1720611591.244,"[0.1007, 0.0785, 0.1827]","[0.0065, -0.0527, -0.13]","[-0.0625, -0.0792, -0.0951]","[0.0019, -0.0393, -0.0103]",27.120966666666664,25.4995,25.6602,27.552266666666668,0.39696232910156254,-0.08851394042968751,0.02005116373697917
1720611591.244,"[0.1204, 0.0557, 0.0214]","[-0.0108, -0.0511, -0.1634]","[-0.0845, -0.0815, -0.1279]","[0.049, -0.0287, -0.0249]",28.35183333333333,26.86463333333333,25.483166666666666,28.0772,0.32502609863281257,-0.14884330240885416,-0.01781590983072917
1720611591.259,"[0.0362, 0.039, -0.0746]","[-0.0626, -0.0636, -0.1657]","[-0.1686, -0.0905, -0.2302]","[-0.0105, 0.0134, 0.0105]",35.6903,28.291866666666667,31.145233333333334,31.611166666666666,0.32330124511718744,-0.20476409505208334,-0.08535048828124998
1720611591.259,"[-0.0457, 0.045, 0.1532]","[-0.1569, -0.088, 0.0538]","[-0.1726, -0.172, -0.1403]","[-0.0521, 0.0326, -0.0317]",33.7209,30.61623333333333,27.38546666666667,33.051566666666666,0.4223203694661459,-0.09626242675781253,-0.05880801595052083
1720611591.291,"[-0.0485, -0.1458, -0.2939]","[-0.1077, -0.0955, -0.0028]","[-0.1681, -0.1617, -0.1216]","[-0.1198, -0.0785, 0.0386]",28.508499999999998,23.610466666666667,20.428466666666665,27.859499999999997,-0.025211254882812468,-0.030362630208333335,-0.16167003580729167
1720611591.291,"[-0.0381, -0.1554, 0.1586]","[-0.0996, -0.2617, 0.1051]","[-0.1673, -0.1801, -0.0415]","[-0.094, 0.1829, 0.0022]",28.2888,20.2647,21.860799999999998,25.9806,0.23281835937500003,-0.23173933105468747,-0.07383999837239584
1720611591.291,"[-0.0458, -0.0818, 0.1819]","[-0.1346, -0.1269, 0.0091]","[-0.2091, -0.1991, -0.1013]","[-0.1258, -0.1001, 0.2844]",32.33743333333333,23.004166666666666,28.319266666666664,29.4637,0.37234866536458333,-0.20890472819010417,-0.07976656087239584
1720611591.313,"[-0.0637, -0.0289, -0.0494]","[-0.1375, -0.1649, -0.143]","[-0.2134, -0.2067, -0.1246]","[-0.1246, -0.1121, -0.0366]",35.53873333333333,24.82806666666667,32.3761,37.02493333333333,0.266146044921875,-0.11615698242187499,-0.11922169596354165
1720611591.313,"[-0.1342, -0.0275, -0.1118]","[-0.1486, -0.1177, -0.1902]","[-0.1642, -0.2169, -0.2907]","[-0.1538, -0.196, -0.0997]",42.13966666666667,30.615233333333332,34.616099999999996,42.0471,0.2640783610026042,-0.006940600585937484,-0.16373130696614582
1720611591.328,"[-0.145, -0.0708, -0.2895]","[-0.1363, -0.0793, -0.0699]","[-0.1322, -0.0972, -0.1544]","[-0.1523, -0.0845, -0.0859]",34.18376666666666,33.45336666666667,35.87643333333333,41.44896666666667,-0.08088798014322914,0.02535323079427082,-0.15276573079427083
1720611591.328,"[-0.0097, 0.0334, -0.0377]","[-0.0594, -0.0503, 0.068]","[-0.0203, -0.0879, -0.2304]","[-0.1027, -0.0448, -0.0407]",35.86526666666666,32.10856666666667,29.812633333333334,43.251533333333334,0.21626381835937503,0.09497898763020834,-0.061509244791666674
1720611591.353,"[0.0766, -0.0689, -0.1347]","[-0.0402, -0.0194, 0.0822]","[-0.04, -0.0709, 0.107]","[0.0159, 0.0252, -0.0141]",36.710633333333334,32.05666666666667,33.2652,38.40943333333333,-0.0818670491536458,-0.002178076171875006,-0.02223017578125
1720611591.353,"[0.042, 0.023, -0.1491]","[-0.0463, -0.045, 0.2792]","[-0.0665, -0.0769, -0.2829]","[0.0027, 0.0028, -0.0543]",35.78796666666667,31.968166666666665,33.29163333333333,37.873333333333335,0.22831283365885416,0.1545304280598958,-0.0887197509765625
1720611591.368,"[0.0395, 0.0297, 0.0103]","[-0.0553, -0.0441, -0.0606]","[-0.0785, -0.0673, -0.0354]","[0.0035, 0.0033, -0.0165]",39.59353333333333,34.1573,33.6324,42.01963333333333,0.17221737467447917,-0.1009267333984375,-0.018155737304687503
1720611591.384,"[0.0175, 0.0062, 0.0284]","[-0.0981, -0.0383, -0.0397]","[-0.0489, -0.0539, -0.0455]","[0.0066, 0.0141, 0.0787]",37.808233333333334,33.8491,36.2559,39.917,0.13141770019531251,-0.18336538899739585,-0.017059187825520832
1720611591.384,"[0.0046, 0.0281, 0.3115]","[-0.0202, 0.008, -0.0835]","[-0.0293, -0.0104, -0.0691]","[0.0268, -0.0161, 0.2884]",38.03406666666667,30.955000000000002,33.0902,38.252766666666666,0.29861169433593754,-0.26376180013020833,0.03940203450520833
1720611591.4,"[0.0745, 0.0661, 0.239]","[-0.0294, 0.0804, -0.068]","[-0.0598, -0.0376, -0.023]","[0.0439, 0.0394, 0.3367]",36.30576666666667,29.281633333333332,33.02916666666666,34.93756666666667,0.32954947916666666,-0.29194674479166666,0.043382779947916665
1720611591.413,"[0.0586, -0.0312, -0.1255]","[-0.0314, -0.0602, 0.1063]","[-0.0765, -0.1787, -0.1788]","[0.0282, 0.0081, 0.159]",39.3514,29.607133333333334,28.97746666666667,36.84793333333334,0.22163921712239584,-0.1213901611328125,-0.09243998209635416
1720611591.413,"[0.0107, 0.2198, 0.2465]","[-0.0033, 0.0586, -0.0893]","[-0.0666, -0.0537, -0.0512]","[0.0589, 0.1604, 0.0528]",41.568999999999996,28.239966666666664,27.81273333333333,39.18763333333333,0.42900292968750003,-0.20626119791666664,0.05098518880208333
1720611591.429,"[0.0915, -0.0905, 0.0426]","[0.0541, 0.0082, -0.0442]","[-0.1637, -0.0203, -0.0614]","[0.0952, 0.307, 0.2524]",37.34536666666667,29.6041,27.2166,36.58956666666666,0.187910400390625,-0.4226115397135417,-0.0354591796875
1720611591.445,"[0.0609, 0.0275, -0.0019]","[-0.0086, -0.2516, -0.006]","[-0.0357, -0.0598, -0.1]","[-0.0015, -0.0421, -0.0533]",35.45023333333333,29.9978,26.250199999999996,35.5611,0.1862855631510417,-0.11361672363281251,-0.01946537272135417
1720611591.445,"[0.1172, 0.0025, 0.0297]","[-0.0274, -0.0013, -0.2485]","[-0.073, 0.0006, -0.0731]","[-0.1812, -0.1144, 0.0034]",34.10946666666667,30.71593333333333,26.937900000000003,32.53886666666667,0.1960507568359375,0.008179345703124988,-6.054687499999998e-05
1720611591.46,"[-0.3184, 0.0161, 0.0165]","[-0.0154, -0.007, -0.0541]","[0.0684, 0.0172, -0.0633]","[-0.0573, -0.0006, -0.0154]",32.89183333333333,32.1747,28.760766666666665,35.760466666666666,-0.20475942382812498,-0.00028761393229166654,-0.044599381510416675
1720611591.46,"[0.0533, 0.18, 0.0995]","[-0.0179, 0.0173, 0.002]","[0.0089, -0.0178, -0.069]","[-0.0176, 0.0053, 0.1068]",35.04333333333333,33.78806666666667,26.1841,34.08103333333333,0.2723339518229167,-0.064000146484375,0.04286414388020834
1720611591.476,"[0.0467, 0.0234, 0.0952]","[-0.002, 0.0669, 0.0683]","[0.0295, -0.0309, -0.0605]","[0.0218, -0.0198, 0.0226]",34.088100000000004,31.786100000000005,25.46386666666667,31.198133333333335,0.15155599772135417,0.0704719970703125,0.01723739420572917
1720611591.491,"[0.0368, 0.0459, 0.1781]","[0.0107, 0.0377, 0.0639]","[-0.0582, -0.0334, -0.0868]","[0.1084, 0.1098, 0.1432]",34.27633333333333,32.3405,25.817866666666664,29.8116,0.29015833333333335,-0.167323388671875,0.013095833333333334
1720611591.491,"[0.0561, 0.1023, 0.0005]","[-0.0129, 0.0343, 0.0051]","[-0.0507, -0.0217, -0.0257]","[0.1049, 0.0622, -0.0908]",34.1156,29.569500000000005,21.99706666666667,31.319200000000006,0.17039689127604166,-0.03445131022135417,0.0098294189453125
1720611591.514,"[0.023, 0.0861, 0.0946]","[0.0269, -0.0029, 0.0076]","[-0.1583, -0.033, -0.0084]","[0.0152, 0.0586, -0.0182]",30.9601,26.0793,22.316466666666667,31.059766666666665,0.2677423258463541,-0.0182513427734375,-0.00031263834635416693
1720611591.514,"[0.0426, 0.0653, 0.1394]","[-0.0929, 0.0088, 0.0677]","[-0.0445, -0.0256, -0.0106]","[-0.0585, 0.0052, -0.0978]",28.872666666666664,27.5808,24.35813333333333,31.297800000000006,0.21875634765625004,0.08713451334635418,0.0278677001953125
1720611591.529,"[0.0778, 0.1123, 0.1102]","[-0.0828, 0.0257, 0.0335]","[-0.047, -0.0506, 0.0625]","[-0.126, 0.0322, 0.0277]",28.514599999999998,28.439300000000003,22.6593,29.309066666666666,0.22317107747395834,0.026115388997395832,0.04482429199218751
1720611591.529,"[0.0412, 0.0568, 0.059]","[0.0079, 0.0577, 0.0746]","[-0.0216, 0.026, 0.0262]","[0.0294, 0.0195, 0.035]",27.197266666666668,24.5402,21.074399999999997,28.988633333333336,0.0843437255859375,0.0364775390625,0.031983447265625
1720611591.545,"[0.0861, 0.0474, 0.0331]","[0.1024, -0.0047, 0.0197]","[0.0261, -0.0502, 0.0029]","[0.0301, 0.0084, 0.0297]",27.20846666666667,24.010233333333332,24.132266666666666,30.214433333333336,0.12505984700520834,0.031421793619791666,0.024565901692708333
1720611591.561,"[0.05, 0.0473, 0.0706]","[0.0404, -0.0016, -0.0233]","[-0.0477, -0.0539, -0.0363]","[0.0192, 0.0048, 0.0001]",31.39853333333333,23.279833333333332,27.109799999999996,35.06773333333333,0.20304226888020835,-0.007492602539062501,0.004405769856770833
1720611591.561,"[0.0654, 0.049, 0.0653]","[-0.3374, 0.0468, 0.0471]","[-0.0468, -0.0378, -0.037]","[-0.0213, -0.0079, 0.032]",31.844033333333332,21.03376666666667,28.054833333333335,33.93046666666667,0.19872553710937502,-0.16465715332031247,0.009254630533854167
1720611591.576,"[0.053, 0.0504, 0.0454]","[0.2688, 0.3114, -0.2919]","[-0.041, -0.0136, -0.0256]","[0.0063, -0.0072, 0.034]",26.041666666666668,21.7814,26.926666666666666,30.85936666666667,0.15356180826822918,0.1674087239583333,0.011241764322916667
1720611591.592,"[0.0473, 0.1168, 0.0679]","[0.0842, 0.0935, -0.099]","[-0.0259, 0.0368, -0.0594]","[0.0118, 0.0757, 0.0437]",25.043733333333336,16.129566666666665,26.515733333333333,30.232766666666667,0.18604048665364584,-0.036380452473958345,0.030895100911458334
1720611591.614,"[0.0347, 0.1276, 0.077]","[0.0451, 0.0832, -0.0338]","[0.0801, 0.045, 0.0508]","[0.0431, 0.1074, 0.0519]",28.191133333333337,11.170466666666668,26.963333333333335,33.71686666666667,0.04166053873697917,-0.07174475097656251,0.07132339680989583
1720611591.614,"[0.1318, 0.1135, 0.0391]","[0.0755, 0.0559, 0.1749]","[0.0201, 0.0294, 0.1447]","[0.0983, 0.083, 0.0796]",32.5592,26.810733333333335,28.214533333333332,36.32103333333333,0.060346687825520835,0.029471158854166665,0.08217180989583334
