Time (s),Velocity Beam 1 (m/s),Velocity Beam 2 (m/s),Velocity Beam 3 (m/s),Velocity Beam 4 (m/s),SNR Beam 1 (dB),SNR Beam 2 (dB),SNR Beam 3 (dB),SNR Beam 4 (dB),u (m/s),v (m/s),w1 (m/s),w2 (m/s)
1720617416.501,"[0.047, -0.2472, 0.0222]","[-0.269, 0.1041, 0.1448]","[-0.1795, -0.0937, -0.1076]","[0.0209, 0.1747, 0.1208]",38.391133333333336,35.7534,35.973099999999995,39.7359,0.132293408203125,-0.22369975585937504,-0.09670628255208334,0.05117154947916666
1720617416.501,"[-0.0817, -0.2903, 0.0872]","[-0.301, 0.1434, 0.0103]","[0.2471, 0.0712, -0.1261]","[0.1873, -0.0845, 0.0188]",43.78456666666667,41.66766666666667,39.784733333333335,41.98403333333333,-0.31841503906249996,-0.17500428059895837,-0.01475804036458333,-0.004774918619791667
1720617416.517,"[-0.128, -0.1214, -0.1945]","[0.1777, 0.2449, 0.1084]","[-0.2179, 0.2315, 0.0231]","[-0.3046, -0.1351, 0.3087]",41.5019,38.63626666666667,41.361466666666665,39.5864,-0.31559206542968754,0.4406298095703125,-0.06891058756510417,0.06852820638020833
1720617416.532,"[-0.1697, 0.1463, 0.1685]","[-0.1515, -0.0522, -0.3011]","[0.0828, -0.1758, -0.2076]","[-0.1294, 0.0182, 0.0123]",35.646566666666665,33.75143333333333,33.8572,38.939433333333334,0.2936238688151042,-0.2710432047526041,-0.027877124023437505,-0.10363101399739583
1720617416.548,"[0.2288, -0.2604, -0.2993]","[0.0951, 0.1393, 0.0898]","[-0.1282, -0.0565, -0.09]","[-0.0061, 0.1703, 0.1637]",42.146800000000006,40.4938,41.056333333333335,40.5141,-0.03784672851562504,-0.0020905680338541566,-0.10412049967447919,0.11225079752604168
1720617416.548,"[-0.2996, 0.136, 0.2103]","[0.116, -0.144, 0.0057]","[-0.1416, -0.1313, 0.1123]","[0.194, -0.0056, -0.1736]",38.864133333333335,41.793800000000005,40.90370000000001,40.673833333333334,0.1373817057291667,-0.025752514648437492,-0.020123543294270834,-0.0011396728515624954
1720617416.564,"[0.1647, -0.1697, -0.0148]","[0.2173, 0.1991, -0.2249]","[-0.0139, 0.1336, 0.2502]","[-0.1548, 0.0704, -0.1115]",40.3239,40.97596666666667,39.97396666666667,43.3787,-0.2563007486979167,0.25847091471354167,0.06124042968749999,-0.0010431070963541715
1720617416.57,"[0.2546, 0.0361, -0.0379]","[0.3882, -0.2138, -0.3131]","[0.348, -0.2563, 0.2352]","[-0.0385, -0.0163, -0.1174]",40.81626666666667,37.15006666666667,35.3322,40.3249,-0.048595320638020835,0.022567008463541705,0.09998497721354166,-0.053591414388020835
1720617416.586,"[0.0188, 0.141, -0.0243]","[-0.1853, -0.0851, -0.0706]","[-0.1173, -0.1561, 0.1229]","[-0.0755, 0.064, 0.1029]",41.23126666666666,43.853766666666665,45.29723333333333,41.9291,0.18742395019531247,-0.2876310139973959,-0.0032922770182291666,-0.042771777343749984
1720617416.586,"[0.148, 0.2718, 0.137]","[-0.0215, 0.0183, 0.2022]","[-0.0011, -0.0988, -0.1862]","[0.2482, 0.13, 0.0056]",37.114466666666665,33.844,30.391433333333328,34.1685,0.5587288981119791,-0.12719160156250003,0.04451150716145833,0.10097582194010417
1720617416.601,"[0.1728, -0.2787, 0.0983]","[-0.064, 0.36, -0.1216]","[-0.1729, -0.3861, -0.2787]","[0.1515, 0.118, -0.0739]",40.5782,35.9904,40.856899999999996,42.157999999999994,0.5505557698567708,-0.01888271484375,-0.14758709309895834,0.06432217610677082
1720617416.601,"[-0.1355, 0.3282, 0.3916]","[-0.1289, 0.0616, 0.0914]","[-0.1006, -0.0102, -0.1144]","[-0.0337, -0.2409, -0.045]",42.506933333333336,40.97596666666667,42.182433333333336,42.02473333333333,0.539898681640625,0.2224965738932291,0.05981333821614584,-0.05029235839843751
1720617416.617,"[-0.1561, 0.0166, 0.0246]","[-0.3944, -0.2134, 0.1297]","[0.1519, 0.3195, 0.243]","[-0.0307, -0.0686, -0.0488]",42.6829,41.461166666666664,40.75723333333334,41.893499999999996,-0.5521944905598959,-0.21335900878906244,0.10526822102864584,-0.10843936360677082
1720617416.633,"[-0.0918, -0.1786, -0.0262]","[-0.2907, -0.192, -0.1064]","[0.0978, -0.0422, 0.1729]","[-0.1905, -0.0111, -0.0127]",43.13153333333333,41.20786666666667,44.42646666666667,42.36246666666667,-0.35081004231770835,-0.24475268554687502,-0.010420735677083334,-0.1387304931640625
1720617416.633,"[0.1355, 0.1476, 0.2687]","[0.0806, -0.0761, -0.2422]","[-0.2968, -0.1812, -0.1551]","[0.2308, 0.0502, -0.0674]",42.3299,41.5578,39.641333333333336,40.00546666666667,0.7841884521484376,-0.30543037109375,-0.01693763020833333,-0.0032821858723958244
1720617416.648,"[-0.0823, -0.3654, 0.0739]","[-0.3356, 0.0297, 0.0356]","[0.3072, -0.1075, -0.1619]","[-0.2002, 0.1449, 0.0798]",42.999266666666664,41.06546666666667,40.7715,41.484566666666666,-0.2752392822265625,-0.1925077962239583,-0.05682407226562502,-0.04262835286458334
1720617416.664,"[0.0398, 0.2577, -0.3041]","[-0.1135, -0.1976, 0.1494]","[0.1314, -0.2827, -0.1321]","[-0.0096, 0.0151, 0.0596]",42.15293333333333,40.24046666666667,41.252633333333335,41.496766666666666,0.18232827962239584,-0.15160317382812502,-0.05061339518229168,-0.0164318359375
1720617416.67,"[-0.1479, 0.0788, 0.0433]","[-0.0922, -0.1319, -0.2405]","[0.3034, 0.1262, 0.2526]","[-0.0636, -0.0579, 0.2073]",41.8813,40.78980000000001,40.6952,41.90676666666667,-0.47295475260416664,-0.3598265462239583,0.11476303710937501,-0.06574811197916666
1720617416.686,"[0.1214, 0.0863, 0.008]","[-0.3108, -0.1137, -0.1969]","[-0.1576, -0.2739, 0.3011]","[0.2777, -0.0761, -0.1582]",42.04306666666667,39.00856666666667,41.969833333333334,39.04216666666667,0.22609340820312496,-0.4416747802734375,0.013826180013020828,-0.09927840983072918
1720617416.686,"[0.1778, 0.2498, 0.0297]","[0.0009, 0.0493, -0.1436]","[-0.2055, -0.1694, 0.3118]","[-0.0423, 0.0276, 0.1815]",44.36846666666667,44.263733333333334,42.72663333333333,41.898599999999995,0.3442897705078125,-0.17515554199218752,0.06657372233072917,0.013020670572916662
1720617416.717,"[-0.1602, 0.1048, 0.0245]","[-0.0564, -0.0501, -0.1826]","[0.333, -0.1958, 0.2633]","[0.2513, -0.0448, -0.0394]",40.52633333333333,39.11436666666666,38.95366666666667,39.78373333333333,-0.28893531901041664,-0.29915279134114586,0.06470104980468751,-0.021324430338541672
1720617416.717,"[0.1201, 0.0187, -0.2794]","[-0.0987, 0.1814, 0.2163]","[-0.3121, 0.3415, -0.2582]","[-0.0622, -0.1165, -0.3451]",39.6474,38.89873333333333,39.50703333333333,40.22623333333333,0.06324874674479158,0.5436086425781251,-0.06381476236979165,-0.038646077473958346
1720617416.717,"[-0.1422, 0.1087, -0.2351]","[0.2309, -0.0999, -0.4161]","[0.2355, -0.2865, -0.3757]","[0.0156, 0.1663, -0.2083]",41.18546666666666,40.614799999999995,38.208,42.75816666666666,0.10310736490885415,-0.17198167317708335,-0.12009514973958334,-0.05352466634114585
1720617416.733,"[-0.1402, -0.1373, -0.0577]","[0.2687, 0.2973, -0.4094]","[-0.0439, 0.2608, 0.2453]","[-0.0054, -0.2207, -0.1921]",38.14596666666667,38.1002,38.99233333333333,39.280166666666666,-0.5260337890625,0.3848122395833333,0.023843522135416653,-0.04563168945312499
1720617416.733,"[-0.2674, -0.1734, -0.1458]","[0.2969, 0.3159, 0.2704]","[0.2743, 0.2814, 0.3021]","[-0.1461, -0.2363, -0.1827]",40.334066666666665,36.095166666666664,37.94046666666667,41.294333333333334,-0.9505847737630208,0.9662653971354166,0.05027488606770831,0.053719075520833326
1720617416.749,"[0.0016, -0.0997, -0.1722]","[-0.1693, -0.2393, -0.3547]","[0.336, 0.2599, 0.1258]","[-0.116, -0.1687, -0.1228]",38.03606666666667,37.6943,41.3157,40.14586666666667,-0.6603758951822917,-0.2294544677734375,0.08017518717447918,-0.20233893229166666
1720617416.764,"[0.1087, -0.0974, 0.0009]","[-0.1002, -0.2661, -0.0715]","[-0.4477, 0.1951, -0.288]","[-0.2739, -0.2544, -0.1493]",41.93016666666667,41.81720000000001,38.1256,36.768566666666665,0.368435498046875,0.15533862304687504,-0.09234135742187499,-0.19166757812500002
1720617416.771,"[-0.1272, -0.0231, 0.0633]","[-0.1086, -0.0485, -0.1382]","[-0.1784, 0.0103, -0.2309]","[-0.1219, -0.4347, -0.0432]",42.6483,40.20589999999999,40.66266666666667,42.43673333333333,0.20888224283854165,0.19954345703125,-0.084444091796875,-0.15390817057291667
1720617416.786,"[0.0833, -0.2548, -0.3509]","[-0.0984, -0.0767, 0.0499]","[-0.1734, -0.1878, 0.3312]","[0.0358, -0.1001, -0.15]",39.60063333333333,39.475500000000004,40.495799999999996,39.5833,-0.3267468017578124,0.061849104817708306,-0.09387890625,-0.05882272135416667
1720617416.786,"[0.0643, -0.1262, 0.1643]","[-0.2034, -0.0458, -0.2327]","[0.0214, -0.0221, -0.2317]","[0.0757, 0.1638, -0.1347]",42.38993333333333,38.832600000000006,39.3392,42.8416,0.21887755533854167,-0.3899521647135417,-0.023211783854166668,-0.0646916015625
1720617416.802,"[0.2564, 0.2244, 0.1434]","[-0.3988, 0.0202, -0.0429]","[0.0062, 0.0256, -0.0814]","[0.1969, 0.1893, 0.1078]",39.04316666666667,32.88676666666667,36.043266666666675,38.9323,0.442407177734375,-0.60941494140625,0.09725060221354166,0.012978043619791676
1720617416.802,"[-0.0518, -0.0498, 0.097]","[-0.2134, -0.2264, -0.0862]","[-0.0626, -0.1884, -0.1755]","[0.1978, 0.2489, -0.0333]",42.0095,39.4816,39.0381,42.18546666666666,0.27440240071614586,-0.6236927571614583,-0.07526529947916666,-0.01908076985677083
1720617416.818,"[-0.071, 0.0162, 0.0475]","[-0.2283, -0.1306, -0.0926]","[-0.0877, -0.1386, -0.1637]","[0.101, 0.0351, 0.0068]",38.0371,38.485733333333336,36.08603333333334,36.661766666666665,0.25046558430989585,-0.3953158772786458,-0.0693489990234375,-0.05286078287760417
1720617416.833,"[0.1213, 0.0325, 0.0823]","[-0.1031, -0.1431, -0.0955]","[-0.1096, -0.183, -0.1321]","[-0.0022, -0.0027, 0.0323]",36.13583333333333,34.506233333333334,34.72696666666667,38.917,0.4366105061848959,-0.24797528483072914,-0.034109513346354176,-0.05363863932291666
1720617416.833,"[0.2748, 0.273, 0.0185]","[0.0213, 0.0108, -0.0869]","[-0.0602, -0.3206, -0.1145]","[0.1741, 0.1286, 0.0257]",39.78273333333333,39.46226666666667,39.533500000000004,38.916,0.7027387125651042,-0.25967486165364584,0.009588354492187494,0.047891601562500004
1720617416.849,"[-0.3111, -0.2548, 0.3183]","[0.1154, -0.0709, -0.0517]","[0.0978, 0.0301, -0.0088]","[0.2618, 0.2242, 0.1653]",40.169266666666665,38.46743333333333,37.013733333333334,36.377966666666666,-0.24762130533854165,-0.4332943522135417,-0.021212353515625004,0.11064577636718749
1720617416.871,"[0.12, -0.14, 0.375]","[0.2864, -0.3185, 0.251]","[0.1439, 0.1585, 0.0987]","[0.2582, -0.2879, 0.219]",39.355466666666665,37.7462,35.0301,40.92203333333333,-0.030062076822916728,0.019815576171875005,0.13028447265624998,0.07025848795572917
1720617416.871,"[-0.1289, -0.1128, -0.2483]","[0.107, 0.0036, -0.089]","[-0.0757, -0.0644, 0.0198]","[0.3897, -0.2737, 0.2122]",39.43483333333333,37.83266666666666,39.742,39.37786666666667,-0.24777157389322915,-0.2005471354166666,-0.10415151367187499,0.0599649658203125
1720617416.871,"[0.1426, 0.1584, 0.2024]","[-0.0099, 0.0422, -0.12]","[-0.0794, -0.0693, 0.0068]","[0.0207, 0.0524, 0.0844]",40.374766666666666,34.736133333333335,33.59883333333334,39.5742,0.4273055338541667,-0.16597169596354167,0.06063408203125,0.01249222819010417
1720617416.887,"[0.0425, 0.0678, 0.1194]","[-0.0616, -0.3064, -0.0093]","[0.2143, 0.2031, -0.1642]","[-0.0523, -0.0173, -0.0831]",45.27993333333334,41.40116666666667,44.20066666666667,46.66646666666667,-0.016529012044270857,-0.14840798339843753,0.0831943115234375,-0.09128348795572916
1720617416.902,"[-0.0532, -0.2148, -0.1959]","[0.1761, -0.3061, 0.2642]","[-0.3665, 0.2155, 0.226]","[-0.2321, 0.3091, 0.1034]",43.14983333333333,41.16213333333334,43.008433333333336,44.23523333333333,-0.3584591634114583,-0.02735648600260419,-0.0656153564453125,0.05377958170572917
1720617416.902,"[-0.1788, -0.1012, 0.058]","[0.0013, -0.1845, -0.1086]","[0.0437, -0.2704, -0.1896]","[-0.0944, -0.1829, -0.0128]",42.86703333333333,39.7532,39.093,42.87413333333333,0.12875402018229165,-0.002244612630208337,-0.11037189127604163,-0.10006117350260417
1720617416.918,"[0.0252, -0.0787, -0.0275]","[-0.1328, -0.2365, -0.1826]","[-0.0562, 0.3404, -0.2956]","[0.0506, -0.1394, 0.0838]",42.42146666666667,39.685066666666664,41.50593333333333,43.92293333333333,-0.04939142252604167,-0.36124814453125004,-0.015734814453125,-0.09594944661458334
1720617416.934,"[0.289, 0.1207, 0.0854]","[0.3723, 0.0005, -0.0793]","[-0.0626, -0.0925, -0.0803]","[0.118, 0.026, 0.0912]",38.72376666666667,40.574133333333336,38.37383333333333,38.894666666666666,0.4855222981770833,0.03423296712239584,0.04289673665364582,0.09157744954427083
1720617416.934,"[-0.1517, 0.1371, 0.06]","[-0.0184, -0.0158, -0.1432]","[-0.1464, -0.0942, -0.1565]","[0.0622, 0.0325, 0.0295]",42.997233333333334,40.43683333333333,42.4459,40.711466666666674,0.29188236490885416,-0.20204321289062502,-0.06164694010416668,-0.008836971028645835
1720617416.949,"[0.0933, 0.1452, 0.0886]","[-0.0962, -0.0747, -0.149]","[-0.1267, -0.0937, -0.1541]","[0.036, 0.1162, 0.055]",38.88446666666666,41.26586666666667,38.60066666666666,39.3331,0.4628188720703125,-0.3527064534505208,-0.009901814778645837,-0.018893131510416664
1720617416.965,"[0.023, 0.1362, 0.194]","[0.292, -0.0779, -0.0874]","[-0.0179, -0.0539, 0.0507]","[-0.0509, 0.1426, 0.0846]",42.30043333333333,39.992266666666666,36.363733333333336,38.69833333333333,0.24842223307291667,-0.03502216796875,0.05624523111979166,0.0524509033203125
1720617416.971,"[0.0724, -0.1531, -0.1535]","[-0.0732, 0.2594, -0.0739]","[-0.034, -0.3142, -0.0968]","[0.0924, -0.136, 0.0964]",37.30466666666667,35.4706,37.29756666666667,36.73603333333333,0.13989586588541664,0.03813098958333335,-0.11745418294270833,0.02858470052083333
1720617416.971,"[0.0003, 0.0898, 0.1764]","[-0.1448, -0.0782, 0.2795]","[-0.0649, -0.1528, -0.1229]","[0.0479, 0.0214, 0.0296]",40.617866666666664,38.1999,38.52133333333333,41.45816666666667,0.4028500406901041,-0.03161784667968748,-0.014263924153645835,0.0272046142578125
1720617416.987,"[-0.0526, -0.1271, 0.3427]","[-0.1172, -0.1932, 0.0719]","[-0.0701, 0.1478, -0.1254]","[0.3097, 0.0881, -0.0103]",44.088766666666665,39.852866666666664,39.261900000000004,43.39093333333333,0.13627316080729168,-0.4152188639322916,0.019327050781249997,0.025812198893229166
1720617417.003,"[0.1128, -0.0755, -0.1276]","[-0.0431, 0.095, 0.1597]","[-0.1059, -0.2155, -0.041]","[-0.0839, -0.1555, 0.132]",40.75516666666667,39.964800000000004,41.11633333333333,40.35443333333333,0.18228709309895832,0.20936630045572915,-0.0786121337890625,0.01814258626302084
1720617417.003,"[0.0777, -0.1113, 0.1299]","[-0.331, -0.2274, -0.1568]","[0.1141, -0.2667, 0.0669]","[0.1705, -0.1518, 0.0279]",42.744933333333336,43.245466666666665,41.83856666666667,42.64833333333333,0.11651460774739586,-0.5048492106119792,0.0013731526692708402,-0.11499996744791667
1720617417.034,"[-0.1141, 0.1935, 0.0846]","[0.0108, -0.0296, 0.1961]","[-0.0091, -0.0942, 0.0771]","[0.0654, 0.1311, -0.3245]",44.24033333333333,38.865166666666674,43.74793333333334,44.76926666666666,0.12818779296875,0.20076573893229166,0.023251529947916665,0.008628792317708328
1720617417.034,"[-0.1131, 0.0121, 0.2297]","[-0.0812, -0.0571, -0.0754]","[-0.3668, 0.1274, 0.1537]","[0.1487, 0.0289, 0.2006]",42.0766,39.84683333333333,42.84466666666666,44.23826666666667,0.13888425292968753,-0.3926875732421875,0.006870711263020829,0.02848401692708334
1720617417.034,"[0.0851, 0.071, 0.0438]","[-0.2188, -0.1612, -0.2205]","[0.3481, -0.2084, -0.1618]","[0.053, 0.034, 0.1005]",42.28209999999999,41.73886666666667,39.20796666666667,41.12853333333333,0.14297420247395828,-0.5224179606119792,0.030058992513020827,-0.07095621744791668
1720617417.049,"[-0.0192, -0.0185, -0.0439]","[-0.2333, -0.2188, -0.2377]","[-0.326, 0.3192, 0.3135]","[-0.1078, -0.079, -0.0881]",40.82033333333333,38.1968,41.04206666666666,41.8925,-0.259985546875,-0.272089697265625,0.03971697591145832,-0.16640624186197917
1720617417.065,"[-0.1233, -0.106, -0.125]","[-0.2228, 0.3081, -0.2721]","[0.2805, 0.246, 0.2879]","[-0.1858, -0.1872, -0.1145]",41.440866666666665,38.1083,37.15109999999999,37.67903333333333,-0.7739452392578124,0.2057282633463541,0.08211156412760416,-0.11697079264322918
1720617417.071,"[-0.1348, -0.1127, -0.1163]","[-0.2585, -0.2932, 0.2911]","[0.29, 0.2718, 0.2558]","[-0.1767, -0.1619, -0.169]",39.54163333333333,40.483599999999996,40.2181,39.49893333333333,-0.7826809244791667,0.17029187825520833,0.08105847981770832,-0.13314972330729166
1720617417.071,"[-0.0944, -0.1128, -0.1078]","[-0.2774, -0.2754, -0.2828]","[0.2772, 0.3085, -0.327]","[-0.1592, -0.1455, -0.136]",43.54553333333333,40.08076666666667,37.40943333333333,41.34623333333334,-0.383100634765625,-0.2577584635416667,-0.008268619791666673,-0.22019971516927084
1720617417.087,"[-0.1672, -0.1406, -0.1008]","[0.2824, -0.2925, -0.2593]","[0.2186, 0.3033, -0.2987]","[-0.2245, -0.182, -0.143]",38.0208,39.047266666666665,37.7014,36.89066666666667,-0.41787434082031244,0.18896409505208336,-0.030350244140625007,-0.14147775065104165
1720617417.103,"[-0.1782, -0.0262, -0.1296]","[0.3291, -0.1993, -0.2483]","[0.2275, -0.1804, -0.2871]","[0.1124, -0.0188, -0.1017]",42.74596666666667,39.67693333333333,40.26286666666667,38.241566666666664,-0.06340165201822913,-0.07242906901041667,-0.09858642578125,-0.02186943359374999
1720617417.103,"[-0.1545, -0.0871, -0.0824]","[0.3062, -0.2816, -0.2591]","[0.2389, 0.2933, 0.0199]","[0.0474, -0.1171, -0.0839]",39.1612,36.187733333333334,39.79796666666666,40.68299999999999,-0.5820799397786458,-0.04833904622395829,0.04144422200520833,-0.06747269694010417
1720617417.118,"[-0.1024, 0.1313, 0.2037]","[0.0446, 0.1886, -0.2612]","[0.2177, 0.1681, -0.23]","[-0.2371, 0.3767, -0.089]",40.28726666666666,37.175466666666665,37.70653333333333,35.79,0.05077184244791666,-0.05244676106770831,0.06667625325520832,0.003947981770833303
1720617417.134,"[-0.0588, -0.1961, -0.0945]","[0.0688, 0.1972, -0.2761]","[-0.3525, 0.135, 0.2794]","[-0.224, -0.2623, -0.1732]",35.2193,35.662866666666666,37.53353333333333,37.9425,-0.2693533854166667,0.4318837402343751,-0.04847506510416666,-0.1156067138671875
1720617417.134,"[0.2365, -0.1798, -0.0965]","[-0.1955, 0.0248, -0.2522]","[-0.2533, 0.2898, 0.3107]","[-0.1201, -0.1771, -0.1725]",40.82436666666667,35.79206666666667,37.42576666666667,39.41243333333333,-0.25636258951822916,0.03321944986979166,0.053882503255208325,-0.15398963216145833
1720617417.15,"[-0.2474, -0.0073, -0.087]","[0.1639, -0.1529, -0.26]","[0.0345, -0.2338, -0.2758]","[-0.0743, -0.0968, -0.1578]",42.396033333333335,40.27813333333334,44.110099999999996,42.8365,0.08868181966145834,0.052083683268229146,-0.14095126139322917,-0.09941697591145833
1720617417.165,"[-0.2589, 0.0165, 0.1009]","[0.0379, -0.1174, -0.2305]","[-0.212, -0.2015, -0.3059]","[-0.0224, -0.0688, 0.0531]",43.24746666666667,41.47443333333333,39.74303333333333,44.011433333333336,0.3817263753255209,-0.1831808837890625,-0.1496468017578125,-0.059519734700520834
1720617417.172,"[0.352, 0.0474, 0.1558]","[0.0915, -0.0741, -0.0528]","[-0.0623, -0.1303, -0.1416]","[0.1778, 0.134, 0.0148]",44.281,43.1783,43.99823333333333,44.7113,0.5885931966145833,-0.24464550781250002,0.03583974609374999,0.05079620768229167
1720617417.187,"[0.1949, 0.1481, 0.2142]","[0.0214, -0.0652, -0.0015]","[0.0362, -0.2126, -0.0698]","[0.0997, 0.0306, 0.1259]",39.99426666666667,39.7003,41.308600000000006,41.59343333333333,0.5319085449218751,-0.20413338216145835,0.05154759114583333,0.036905517578125
1720617417.187,"[0.226, 0.3712, 0.054]","[-0.0233, 0.1634, -0.1457]","[-0.0061, 0.0603, -0.1165]","[0.1561, 0.246, 0.1553]",41.7104,39.1032,38.594566666666665,39.1042,0.4707630615234375,-0.37654306640624996,0.09961394856770833,0.0955428304036458
1720617417.203,"[0.0742, 0.0909, -0.1036]","[-0.0368, -0.0355, -0.0344]","[0.1837, -0.1777, -0.1735]","[-0.2843, 0.035, 0.2055]",38.15103333333333,37.0107,36.272166666666664,41.10106666666667,0.15167443847656245,-0.04294229329427083,-0.018817342122395834,-0.025748453776041662
1720617417.203,"[0.1779, -0.2438, -0.4102]","[-0.4192, 0.2353, -0.2331]","[0.2327, 0.2578, 0.3154]","[0.3026, 0.0656, -0.1317]",41.85483333333333,40.804,41.131566666666664,43.53333333333334,-0.8549979654947917,-0.4246061930338541,0.05996035970052083,-0.032021158854166655
1720617417.219,"[-0.2606, -0.0161, -0.1787]","[0.2561, 0.2301, -0.3077]","[0.1143, 0.2316, 0.0874]","[0.1695, -0.2522, -0.19]",40.52936666666667,40.62806666666666,39.02996666666667,37.84686666666666,-0.5875207194010418,0.30362084960937497,-0.0015988932291666619,-0.016872192382812495
1720617417.234,"[-0.1152, 0.2414, -0.2564]","[0.1618, 0.0705, 0.1186]","[-0.1518, 0.0931, -0.3137]","[-0.3306, 0.2826, -0.2118]",40.263866666666665,40.7603,35.085033333333335,38.46333333333333,0.1641236653645833,0.4024446614583333,-0.08712869466145834,0.015864860026041674
1720617417.234,"[0.0608, 0.0766, 0.0775]","[-0.0553, -0.0024, -0.0222]","[0.0534, -0.0753, 0.0203]","[-0.1624, 0.0078, 0.1269]",40.6291,35.95883333333334,40.41343333333333,42.84363333333334,0.1436224365234375,-0.03580567220052084,0.03618431803385416,-0.01837020670572916
1720617417.25,"[0.1955, 0.1018, 0.135]","[0.0314, -0.0309, 0.0964]","[-0.0011, -0.1261, 0.0905]","[0.0458, 0.0233, 0.1804]",46.882133333333336,40.49786666666667,40.36559999999999,45.883166666666675,0.31073502604166664,-0.10369693196614584,0.06694232584635416,0.059993766276041666
1720617417.266,"[0.0911, 0.1716, 0.0872]","[-0.0648, 0.1869, 0.1095]","[0.0387, -0.0586, 0.1116]","[0.1583, 0.4385, 0.1374]",42.92603333333333,42.27903333333333,42.737833333333334,41.66056666666667,0.16857910970052084,-0.3339085205078125,0.07538490397135417,0.16650037434895834
1720617417.272,"[0.1406, 0.1041, 0.1199]","[-0.0607, 0.0065, -0.0323]","[0.0477, 0.0002, -0.0108]","[0.0188, 0.0967, 0.1118]",38.961800000000004,37.18873333333334,37.7655,36.365766666666666,0.21585888671875,-0.2094631673177083,0.06834371744791666,0.024485701497395835
1720617417.272,"[0.1241, 0.1872, 0.2324]","[-0.0517, 0.051, 0.0437]","[0.0194, 0.0745, 0.0335]","[0.1104, 0.1817, 0.186]",37.86826666666666,33.4666,35.85613333333333,38.357533333333336,0.27420262858072914,-0.29021320800781253,0.11450316569010416,0.0900385986328125
1720617417.288,"[-0.1747, 0.2477, -0.0389]","[0.0899, 0.157, 0.1482]","[0.0539, 0.1342, 0.0893]","[0.2818, 0.264, 0.1636]",35.9446,38.9557,34.4991,38.87736666666667,-0.163465283203125,-0.2064223876953125,0.05423168131510417,0.19001727701822915
